Date,Dish_Name,Quantity_Sold
10/31/2025,Pickled mustard greens flavor - Sea bass,1
10/31/2025,Pickled mustard greens flavor - Qian fish,1
10/31/2025,Green pepper flavor - Jiangtuan,5
10/31/2025,Green pepper flavor - Sea bass,5
10/31/2025,Green pepper flavor - Qian fish,5
10/31/2025,Mala flavor - Jiangtuan,18
10/31/2025,Mala flavor - Sea bass,18
10/31/2025,Mala flavor - Qian fish,18
11/1/2025,Chicken knee cartilage,40
11/1/2025,Grilled lamb skewers,80
11/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
11/1/2025,Old-jar pickled mustard greens flavor - Sea bass,3
11/1/2025,Old-jar pickled mustard greens flavor - Qian fish,3
11/1/2025,Garlic flavor - Jiangtuan,10
11/1/2025,Garlic flavor - Sea bass,10
11/1/2025,Garlic flavor - Qian fish,17
11/1/2025,Pickled mustard greens flavor - Jiangtuan,1
11/1/2025,Pickled mustard greens flavor - Sea bass,1
11/1/2025,Pickled mustard greens flavor - Qian fish,1
11/1/2025,Green pepper flavor - Jiangtuan,5
11/1/2025,Green pepper flavor - Sea bass,5
11/1/2025,Green pepper flavor - Qian fish,5
11/1/2025,Mala flavor - Jiangtuan,23
11/1/2025,Mala flavor - Sea bass,23
11/1/2025,Mala flavor - Qian fish,23
11/2/2025,Chicken knee cartilage,68
11/2/2025,Grilled lamb skewers,78
11/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/2/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/2/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/2/2025,Garlic flavor - Jiangtuan,10
11/2/2025,Garlic flavor - Sea bass,10
11/2/2025,Garlic flavor - Qian fish,25
11/2/2025,Pickled mustard greens flavor - Jiangtuan,1
11/2/2025,Pickled mustard greens flavor - Sea bass,1
11/2/2025,Pickled mustard greens flavor - Qian fish,1
11/2/2025,Green pepper flavor - Jiangtuan,7
11/2/2025,Green pepper flavor - Sea bass,7
11/2/2025,Green pepper flavor - Qian fish,7
11/2/2025,Mala flavor - Jiangtuan,16
11/2/2025,Mala flavor - Sea bass,16
11/2/2025,Mala flavor - Qian fish,17
11/3/2025,Chicken knee cartilage,35
11/3/2025,Grilled lamb skewers,65
11/3/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/3/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/3/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/3/2025,Garlic flavor - Jiangtuan,6
11/3/2025,Garlic flavor - Sea bass,6
11/3/2025,Garlic flavor - Qian fish,9
11/3/2025,Pickled mustard greens flavor - Jiangtuan,1
11/3/2025,Pickled mustard greens flavor - Sea bass,1
11/3/2025,Pickled mustard greens flavor - Qian fish,1
11/3/2025,Green pepper flavor - Jiangtuan,3
11/3/2025,Green pepper flavor - Sea bass,3
11/3/2025,Green pepper flavor - Qian fish,3
11/3/2025,Mala flavor - Jiangtuan,11
11/3/2025,Mala flavor - Sea bass,11
11/3/2025,Mala flavor - Qian fish,11
11/4/2025,Chicken knee cartilage,31
11/4/2025,Grilled lamb skewers,21
11/4/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/4/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/4/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/4/2025,Garlic flavor - Jiangtuan,4
11/4/2025,Garlic flavor - Sea bass,4
11/4/2025,Garlic flavor - Qian fish,8
11/4/2025,Pickled mustard greens flavor - Qian fish,1
11/4/2025,Green pepper flavor - Jiangtuan,5
11/4/2025,Green pepper flavor - Sea bass,5
11/4/2025,Green pepper flavor - Qian fish,5
11/4/2025,Mala flavor - Jiangtuan,14
11/4/2025,Mala flavor - Sea bass,14
11/4/2025,Mala flavor - Qian fish,14
11/5/2025,Chicken knee cartilage,34
11/5/2025,Grilled lamb skewers,44
11/5/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/5/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/5/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/5/2025,Garlic flavor - Jiangtuan,4
11/5/2025,Garlic flavor - Sea bass,4
11/5/2025,Garlic flavor - Qian fish,6
11/5/2025,Pickled mustard greens flavor - Jiangtuan,1
11/5/2025,Pickled mustard greens flavor - Sea bass,1
11/5/2025,Pickled mustard greens flavor - Qian fish,1
11/5/2025,Green pepper flavor - Jiangtuan,4
11/5/2025,Green pepper flavor - Sea bass,4
11/5/2025,Green pepper flavor - Qian fish,4
11/5/2025,Mala flavor - Jiangtuan,11
11/5/2025,Mala flavor - Sea bass,11
11/5/2025,Mala flavor - Qian fish,11
11/6/2025,Chicken knee cartilage,40
11/6/2025,Grilled lamb skewers,45
11/6/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/6/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/6/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/6/2025,Garlic flavor - Jiangtuan,5
11/6/2025,Garlic flavor - Sea bass,5
11/6/2025,Garlic flavor - Qian fish,10
11/6/2025,Pickled mustard greens flavor - Jiangtuan,1
11/6/2025,Pickled mustard greens flavor - Sea bass,1
11/6/2025,Pickled mustard greens flavor - Qian fish,2
11/6/2025,Green pepper flavor - Jiangtuan,4
11/6/2025,Green pepper flavor - Sea bass,4
11/6/2025,Green pepper flavor - Qian fish,4
11/6/2025,Mala flavor - Jiangtuan,12
11/6/2025,Mala flavor - Sea bass,12
11/6/2025,Mala flavor - Qian fish,12
11/7/2025,Chicken knee cartilage,23
11/7/2025,Grilled lamb skewers,38
11/7/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/7/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/7/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/7/2025,Garlic flavor - Jiangtuan,5
11/7/2025,Garlic flavor - Sea bass,5
11/7/2025,Garlic flavor - Qian fish,8
11/7/2025,Pickled mustard greens flavor - Jiangtuan,1
11/7/2025,Pickled mustard greens flavor - Sea bass,1
11/7/2025,Pickled mustard greens flavor - Qian fish,1
11/7/2025,Green pepper flavor - Jiangtuan,5
11/7/2025,Green pepper flavor - Sea bass,5
11/7/2025,Green pepper flavor - Qian fish,5
11/7/2025,Mala flavor - Jiangtuan,16
11/7/2025,Mala flavor - Sea bass,16
11/7/2025,Mala flavor - Qian fish,16
11/8/2025,Chicken knee cartilage,51
11/8/2025,Grilled lamb skewers,111
11/8/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
11/8/2025,Old-jar pickled mustard greens flavor - Sea bass,3
11/8/2025,Old-jar pickled mustard greens flavor - Qian fish,3
11/8/2025,Garlic flavor - Jiangtuan,8
11/8/2025,Garlic flavor - Sea bass,8
11/8/2025,Garlic flavor - Qian fish,22
11/8/2025,Pickled mustard greens flavor - Jiangtuan,2
11/8/2025,Pickled mustard greens flavor - Sea bass,2
11/8/2025,Pickled mustard greens flavor - Qian fish,2
11/8/2025,Green pepper flavor - Jiangtuan,8
11/8/2025,Green pepper flavor - Sea bass,8
11/8/2025,Green pepper flavor - Qian fish,9
11/8/2025,Mala flavor - Jiangtuan,22
11/8/2025,Mala flavor - Sea bass,22
11/8/2025,Mala flavor - Qian fish,23
11/9/2025,Chicken knee cartilage,56
11/9/2025,Grilled lamb skewers,76
11/9/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
11/9/2025,Old-jar pickled mustard greens flavor - Sea bass,4
11/9/2025,Old-jar pickled mustard greens flavor - Qian fish,4
11/9/2025,Garlic flavor - Jiangtuan,10
11/9/2025,Garlic flavor - Sea bass,9
11/9/2025,Garlic flavor - Qian fish,22
11/9/2025,Pickled mustard greens flavor - Jiangtuan,2
11/9/2025,Pickled mustard greens flavor - Sea bass,2
11/9/2025,Pickled mustard greens flavor - Qian fish,2
11/9/2025,Green pepper flavor - Jiangtuan,6
11/9/2025,Green pepper flavor - Sea bass,6
11/9/2025,Green pepper flavor - Qian fish,6
11/9/2025,Mala flavor - Jiangtuan,14
11/9/2025,Mala flavor - Sea bass,13
11/9/2025,Mala flavor - Qian fish,13
11/10/2025,Chicken knee cartilage,48
11/10/2025,Grilled lamb skewers,38
11/10/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/10/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/10/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/10/2025,Garlic flavor - Jiangtuan,2
11/10/2025,Garlic flavor - Sea bass,2
11/10/2025,Garlic flavor - Qian fish,5
11/10/2025,Pickled mustard greens flavor - Jiangtuan,1
11/10/2025,Pickled mustard greens flavor - Sea bass,1
11/10/2025,Pickled mustard greens flavor - Qian fish,1
11/10/2025,Green pepper flavor - Jiangtuan,6
11/10/2025,Green pepper flavor - Sea bass,6
11/10/2025,Green pepper flavor - Qian fish,6
11/10/2025,Mala flavor - Jiangtuan,16
11/10/2025,Mala flavor - Sea bass,16
11/10/2025,Mala flavor - Qian fish,16
11/11/2025,Chicken knee cartilage,38
11/11/2025,Grilled lamb skewers,26
11/11/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/11/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/11/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/11/2025,Garlic flavor - Jiangtuan,5
11/11/2025,Garlic flavor - Sea bass,5
11/11/2025,Garlic flavor - Qian fish,10
11/11/2025,Pickled mustard greens flavor - Jiangtuan,2
11/11/2025,Pickled mustard greens flavor - Sea bass,2
11/11/2025,Pickled mustard greens flavor - Qian fish,2
11/11/2025,Green pepper flavor - Jiangtuan,3
11/11/2025,Green pepper flavor - Sea bass,3
11/11/2025,Green pepper flavor - Qian fish,3
11/11/2025,Mala flavor - Jiangtuan,11
11/11/2025,Mala flavor - Sea bass,11
11/11/2025,Mala flavor - Qian fish,11
11/12/2025,Chicken knee cartilage,42
11/12/2025,Grilled lamb skewers,41
11/12/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/12/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/12/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/12/2025,Garlic flavor - Jiangtuan,8
11/12/2025,Garlic flavor - Sea bass,7
11/12/2025,Garlic flavor - Qian fish,14
11/12/2025,Pickled mustard greens flavor - Jiangtuan,1
11/12/2025,Pickled mustard greens flavor - Sea bass,1
11/12/2025,Pickled mustard greens flavor - Qian fish,2
11/12/2025,Green pepper flavor - Jiangtuan,5
11/12/2025,Green pepper flavor - Sea bass,5
11/12/2025,Green pepper flavor - Qian fish,6
11/12/2025,Mala flavor - Jiangtuan,15
11/12/2025,Mala flavor - Sea bass,14
11/12/2025,Mala flavor - Qian fish,15
11/13/2025,Chicken knee cartilage,47
11/13/2025,Grilled lamb skewers,21
11/13/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/13/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/13/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/13/2025,Garlic flavor - Jiangtuan,5
11/13/2025,Garlic flavor - Sea bass,5
11/13/2025,Garlic flavor - Qian fish,7
11/13/2025,Pickled mustard greens flavor - Jiangtuan,1
11/13/2025,Pickled mustard greens flavor - Sea bass,1
11/13/2025,Pickled mustard greens flavor - Qian fish,1
11/13/2025,Green pepper flavor - Jiangtuan,4
11/13/2025,Green pepper flavor - Sea bass,4
11/13/2025,Green pepper flavor - Qian fish,4
11/13/2025,Mala flavor - Jiangtuan,13
11/13/2025,Mala flavor - Sea bass,13
11/13/2025,Mala flavor - Qian fish,13
11/14/2025,Chicken knee cartilage,47
11/14/2025,Grilled lamb skewers,91
11/14/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/14/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/14/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/14/2025,Garlic flavor - Jiangtuan,6
11/14/2025,Garlic flavor - Sea bass,6
11/14/2025,Garlic flavor - Qian fish,12
11/14/2025,Pickled mustard greens flavor - Jiangtuan,1
11/14/2025,Pickled mustard greens flavor - Sea bass,1
11/14/2025,Pickled mustard greens flavor - Qian fish,1
11/14/2025,Green pepper flavor - Jiangtuan,3
11/14/2025,Green pepper flavor - Sea bass,3
11/14/2025,Green pepper flavor - Qian fish,3
11/14/2025,Mala flavor - Jiangtuan,14
11/14/2025,Mala flavor - Sea bass,14
11/14/2025,Mala flavor - Qian fish,14
11/15/2025,Chicken knee cartilage,47
11/15/2025,Grilled lamb skewers,63
11/15/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/15/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/15/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/15/2025,Garlic flavor - Jiangtuan,11
11/15/2025,Garlic flavor - Sea bass,11
11/15/2025,Garlic flavor - Qian fish,29
11/15/2025,Pickled mustard greens flavor - Jiangtuan,2
11/15/2025,Pickled mustard greens flavor - Sea bass,2
11/15/2025,Pickled mustard greens flavor - Qian fish,3
11/15/2025,Green pepper flavor - Jiangtuan,8
11/15/2025,Green pepper flavor - Sea bass,8
11/15/2025,Green pepper flavor - Qian fish,9
11/15/2025,Mala flavor - Jiangtuan,21
11/15/2025,Mala flavor - Sea bass,21
11/15/2025,Mala flavor - Qian fish,22
11/16/2025,Chicken knee cartilage,52
11/16/2025,Grilled lamb skewers,56
11/16/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
11/16/2025,Old-jar pickled mustard greens flavor - Sea bass,3
11/16/2025,Old-jar pickled mustard greens flavor - Qian fish,3
11/16/2025,Garlic flavor - Jiangtuan,9
11/16/2025,Garlic flavor - Sea bass,9
11/16/2025,Garlic flavor - Qian fish,21
11/16/2025,Pickled mustard greens flavor - Jiangtuan,2
11/16/2025,Pickled mustard greens flavor - Sea bass,1
11/16/2025,Pickled mustard greens flavor - Qian fish,1
11/16/2025,Green pepper flavor - Jiangtuan,9
11/16/2025,Green pepper flavor - Sea bass,8
11/16/2025,Green pepper flavor - Qian fish,9
11/16/2025,Mala flavor - Jiangtuan,22
11/16/2025,Mala flavor - Sea bass,21
11/16/2025,Mala flavor - Qian fish,22
11/17/2025,Chicken knee cartilage,20
11/17/2025,Grilled lamb skewers,24
11/17/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/17/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/17/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/17/2025,Garlic flavor - Jiangtuan,4
11/17/2025,Garlic flavor - Sea bass,4
11/17/2025,Garlic flavor - Qian fish,5
11/17/2025,Pickled mustard greens flavor - Jiangtuan,1
11/17/2025,Pickled mustard greens flavor - Sea bass,1
11/17/2025,Pickled mustard greens flavor - Qian fish,2
11/17/2025,Green pepper flavor - Jiangtuan,3
11/17/2025,Green pepper flavor - Sea bass,3
11/17/2025,Green pepper flavor - Qian fish,3
11/17/2025,Mala flavor - Jiangtuan,14
11/17/2025,Mala flavor - Sea bass,14
11/17/2025,Mala flavor - Qian fish,14
11/18/2025,Chicken knee cartilage,63
11/18/2025,Grilled lamb skewers,17
11/18/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/18/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/18/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/18/2025,Garlic flavor - Jiangtuan,4
11/18/2025,Garlic flavor - Sea bass,4
11/18/2025,Garlic flavor - Qian fish,9
11/18/2025,Pickled mustard greens flavor - Jiangtuan,1
11/18/2025,Pickled mustard greens flavor - Sea bass,1
11/18/2025,Pickled mustard greens flavor - Qian fish,1
11/18/2025,Green pepper flavor - Jiangtuan,4
11/18/2025,Green pepper flavor - Sea bass,4
11/18/2025,Green pepper flavor - Qian fish,4
11/18/2025,Mala flavor - Jiangtuan,15
11/18/2025,Mala flavor - Sea bass,15
11/18/2025,Mala flavor - Qian fish,15
11/19/2025,Chicken knee cartilage,38
11/19/2025,Grilled lamb skewers,36
11/19/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/19/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/19/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/19/2025,Garlic flavor - Jiangtuan,4
11/19/2025,Garlic flavor - Sea bass,4
11/19/2025,Garlic flavor - Qian fish,4
11/19/2025,Pickled mustard greens flavor - Jiangtuan,1
11/19/2025,Pickled mustard greens flavor - Sea bass,1
11/19/2025,Pickled mustard greens flavor - Qian fish,1
11/19/2025,Green pepper flavor - Jiangtuan,5
11/19/2025,Green pepper flavor - Sea bass,5
11/19/2025,Green pepper flavor - Qian fish,6
11/19/2025,Mala flavor - Jiangtuan,17
11/19/2025,Mala flavor - Sea bass,17
11/19/2025,Mala flavor - Qian fish,18
11/20/2025,Chicken knee cartilage,17
11/20/2025,Grilled lamb skewers,38
11/20/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/20/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/20/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/20/2025,Garlic flavor - Jiangtuan,5
11/20/2025,Garlic flavor - Sea bass,5
11/20/2025,Garlic flavor - Qian fish,11
11/20/2025,Pickled mustard greens flavor - Jiangtuan,1
11/20/2025,Pickled mustard greens flavor - Sea bass,1
11/20/2025,Pickled mustard greens flavor - Qian fish,1
11/20/2025,Green pepper flavor - Jiangtuan,3
11/20/2025,Green pepper flavor - Sea bass,4
11/20/2025,Green pepper flavor - Qian fish,3
11/20/2025,Mala flavor - Jiangtuan,14
11/20/2025,Mala flavor - Sea bass,14
11/20/2025,Mala flavor - Qian fish,14
11/21/2025,Chicken knee cartilage,40
11/21/2025,Grilled lamb skewers,72
11/21/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/21/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/21/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/21/2025,Garlic flavor - Jiangtuan,7
11/21/2025,Garlic flavor - Sea bass,7
11/21/2025,Garlic flavor - Qian fish,13
11/21/2025,Pickled mustard greens flavor - Jiangtuan,1
11/21/2025,Pickled mustard greens flavor - Sea bass,1
11/21/2025,Pickled mustard greens flavor - Qian fish,2
11/21/2025,Green pepper flavor - Jiangtuan,5
11/21/2025,Green pepper flavor - Sea bass,5
11/21/2025,Green pepper flavor - Qian fish,6
11/21/2025,Mala flavor - Jiangtuan,22
11/21/2025,Mala flavor - Sea bass,22
11/21/2025,Mala flavor - Qian fish,22
11/22/2025,Chicken knee cartilage,68
11/22/2025,Grilled lamb skewers,89
11/22/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/22/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/22/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/22/2025,Garlic flavor - Jiangtuan,10
11/22/2025,Garlic flavor - Sea bass,10
11/22/2025,Garlic flavor - Qian fish,16
11/22/2025,Pickled mustard greens flavor - Jiangtuan,3
11/22/2025,Pickled mustard greens flavor - Sea bass,3
11/22/2025,Pickled mustard greens flavor - Qian fish,3
11/22/2025,Green pepper flavor - Jiangtuan,9
11/22/2025,Green pepper flavor - Sea bass,9
11/22/2025,Green pepper flavor - Qian fish,10
11/22/2025,Mala flavor - Jiangtuan,18
11/22/2025,Mala flavor - Sea bass,18
11/22/2025,Mala flavor - Qian fish,18
11/23/2025,Chicken knee cartilage,63
11/23/2025,Grilled lamb skewers,68
11/23/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
11/23/2025,Old-jar pickled mustard greens flavor - Sea bass,4
11/23/2025,Old-jar pickled mustard greens flavor - Qian fish,4
11/23/2025,Garlic flavor - Jiangtuan,9
11/23/2025,Garlic flavor - Sea bass,9
11/23/2025,Garlic flavor - Qian fish,17
11/23/2025,Pickled mustard greens flavor - Jiangtuan,2
11/23/2025,Pickled mustard greens flavor - Sea bass,2
11/23/2025,Pickled mustard greens flavor - Qian fish,2
11/23/2025,Green pepper flavor - Jiangtuan,7
11/23/2025,Green pepper flavor - Sea bass,7
11/23/2025,Green pepper flavor - Qian fish,7
11/23/2025,Mala flavor - Jiangtuan,17
11/23/2025,Mala flavor - Sea bass,17
11/23/2025,Mala flavor - Qian fish,17
11/24/2025,Chicken knee cartilage,35
11/24/2025,Grilled lamb skewers,34
11/24/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/24/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/24/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/24/2025,Garlic flavor - Jiangtuan,4
11/24/2025,Garlic flavor - Sea bass,4
11/24/2025,Garlic flavor - Qian fish,7
11/24/2025,Pickled mustard greens flavor - Jiangtuan,2
11/24/2025,Pickled mustard greens flavor - Sea bass,2
11/24/2025,Pickled mustard greens flavor - Qian fish,2
11/24/2025,Green pepper flavor - Jiangtuan,3
11/24/2025,Green pepper flavor - Sea bass,3
11/24/2025,Green pepper flavor - Qian fish,3
11/24/2025,Mala flavor - Jiangtuan,11
11/24/2025,Mala flavor - Sea bass,11
11/24/2025,Mala flavor - Qian fish,11
11/25/2025,Chicken knee cartilage,38
11/25/2025,Grilled lamb skewers,26
11/25/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
11/25/2025,Old-jar pickled mustard greens flavor - Sea bass,1
11/25/2025,Old-jar pickled mustard greens flavor - Qian fish,1
11/25/2025,Garlic flavor - Jiangtuan,4
11/25/2025,Garlic flavor - Sea bass,4
11/25/2025,Garlic flavor - Qian fish,7
11/25/2025,Pickled mustard greens flavor - Jiangtuan,1
11/25/2025,Pickled mustard greens flavor - Sea bass,1
11/25/2025,Green pepper flavor - Jiangtuan,4
11/25/2025,Green pepper flavor - Sea bass,5
11/25/2025,Green pepper flavor - Qian fish,4
11/25/2025,Mala flavor - Jiangtuan,14
11/25/2025,Mala flavor - Sea bass,14
11/25/2025,Mala flavor - Qian fish,14
11/26/2025,Chicken knee cartilage,22
11/26/2025,Grilled lamb skewers,23
11/26/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/26/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/26/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/26/2025,Garlic flavor - Jiangtuan,4
11/26/2025,Garlic flavor - Sea bass,4
11/26/2025,Garlic flavor - Qian fish,9
11/26/2025,Pickled mustard greens flavor - Jiangtuan,1
11/26/2025,Pickled mustard greens flavor - Sea bass,1
11/26/2025,Pickled mustard greens flavor - Qian fish,1
11/26/2025,Green pepper flavor - Jiangtuan,5
11/26/2025,Green pepper flavor - Sea bass,5
11/26/2025,Green pepper flavor - Qian fish,5
11/26/2025,Mala flavor - Jiangtuan,13
11/26/2025,Mala flavor - Sea bass,13
11/26/2025,Mala flavor - Qian fish,13
11/27/2025,Chicken knee cartilage,26
11/27/2025,Grilled lamb skewers,46
11/27/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/27/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/27/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/27/2025,Garlic flavor - Jiangtuan,5
11/27/2025,Garlic flavor - Sea bass,5
11/27/2025,Garlic flavor - Qian fish,9
11/27/2025,Pickled mustard greens flavor - Jiangtuan,2
11/27/2025,Pickled mustard greens flavor - Sea bass,2
11/27/2025,Pickled mustard greens flavor - Qian fish,2
11/27/2025,Green pepper flavor - Jiangtuan,3
11/27/2025,Green pepper flavor - Sea bass,3
11/27/2025,Green pepper flavor - Qian fish,2
11/27/2025,Mala flavor - Jiangtuan,12
11/27/2025,Mala flavor - Sea bass,12
11/27/2025,Mala flavor - Qian fish,12
11/28/2025,Chicken knee cartilage,42
11/28/2025,Grilled lamb skewers,38
11/28/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
11/28/2025,Old-jar pickled mustard greens flavor - Sea bass,2
11/28/2025,Old-jar pickled mustard greens flavor - Qian fish,2
11/28/2025,Garlic flavor - Jiangtuan,6
11/28/2025,Garlic flavor - Sea bass,6
11/28/2025,Garlic flavor - Qian fish,15
11/28/2025,Pickled mustard greens flavor - Jiangtuan,1
11/28/2025,Pickled mustard greens flavor - Sea bass,1
11/28/2025,Pickled mustard greens flavor - Qian fish,1
11/28/2025,Green pepper flavor - Jiangtuan,7
11/28/2025,Green pepper flavor - Sea bass,7
11/28/2025,Green pepper flavor - Qian fish,7
11/28/2025,Mala flavor - Jiangtuan,14
11/28/2025,Mala flavor - Sea bass,14
11/28/2025,Mala flavor - Qian fish,14
11/29/2025,Chicken knee cartilage,51
11/29/2025,Grilled lamb skewers,133
11/29/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
11/29/2025,Old-jar pickled mustard greens flavor - Sea bass,4
11/29/2025,Old-jar pickled mustard greens flavor - Qian fish,4
11/29/2025,Garlic flavor - Jiangtuan,11
11/29/2025,Garlic flavor - Sea bass,11
11/29/2025,Garlic flavor - Qian fish,21
11/29/2025,Pickled mustard greens flavor - Jiangtuan,2
11/29/2025,Pickled mustard greens flavor - Sea bass,1
11/29/2025,Pickled mustard greens flavor - Qian fish,1
11/29/2025,Green pepper flavor - Jiangtuan,5
11/29/2025,Green pepper flavor - Sea bass,5
11/29/2025,Green pepper flavor - Qian fish,5
11/29/2025,Mala flavor - Jiangtuan,20
11/29/2025,Mala flavor - Sea bass,20
11/29/2025,Mala flavor - Qian fish,20
11/30/2025,Chicken knee cartilage,52
11/30/2025,Grilled lamb skewers,109
11/30/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
11/30/2025,Old-jar pickled mustard greens flavor - Sea bass,3
11/30/2025,Old-jar pickled mustard greens flavor - Qian fish,3
11/30/2025,Garlic flavor - Jiangtuan,10
11/30/2025,Garlic flavor - Sea bass,10
11/30/2025,Garlic flavor - Qian fish,21
11/30/2025,Pickled mustard greens flavor - Jiangtuan,1
11/30/2025,Pickled mustard greens flavor - Sea bass,1
11/30/2025,Pickled mustard greens flavor - Qian fish,2
11/30/2025,Green pepper flavor - Jiangtuan,9
11/30/2025,Green pepper flavor - Sea bass,9
11/30/2025,Green pepper flavor - Qian fish,10
11/30/2025,Mala flavor - Jiangtuan,16
11/30/2025,Mala flavor - Sea bass,16
11/30/2025,Mala flavor - Qian fish,18
12/1/2025,Chicken knee cartilage,28
12/1/2025,Grilled lamb skewers,20
12/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
12/1/2025,Old-jar pickled mustard greens flavor - Sea bass,1
12/1/2025,Old-jar pickled mustard greens flavor - Qian fish,1
12/1/2025,Garlic flavor - Jiangtuan,4
12/1/2025,Garlic flavor - Sea bass,4
12/1/2025,Garlic flavor - Qian fish,5
12/1/2025,Pickled mustard greens flavor - Sea bass,1
12/1/2025,Pickled mustard greens flavor - Qian fish,1
12/1/2025,Green pepper flavor - Jiangtuan,3
12/1/2025,Green pepper flavor - Sea bass,3
12/1/2025,Green pepper flavor - Qian fish,3
12/1/2025,Mala flavor - Jiangtuan,9
12/1/2025,Mala flavor - Sea bass,9
12/1/2025,Mala flavor - Qian fish,9
12/2/2025,Chicken knee cartilage,37
12/2/2025,Grilled lamb skewers,46
12/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
12/2/2025,Old-jar pickled mustard greens flavor - Sea bass,2
12/2/2025,Old-jar pickled mustard greens flavor - Qian fish,2
12/2/2025,Garlic flavor - Jiangtuan,4
12/2/2025,Garlic flavor - Sea bass,4
12/2/2025,Garlic flavor - Qian fish,4
12/2/2025,Pickled mustard greens flavor - Jiangtuan,1
12/2/2025,Pickled mustard greens flavor - Sea bass,1
12/2/2025,Pickled mustard greens flavor - Qian fish,1
12/2/2025,Green pepper flavor - Jiangtuan,4
12/2/2025,Green pepper flavor - Sea bass,4
