date,dish,sales
2025-10-29,Chicken knee cartilage,34.0
2025-10-29,Grilled lamb skewers,48.0
2025-10-29,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-29,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-29,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-29,Garlic flavor - Jiangtuan,6.0
2025-10-29,Garlic flavor - Sea bass,6.0
2025-10-29,Garlic flavor - Qian fish,11.0
2025-10-29,Pickled mustard greens flavor - Jiangtuan,1.0
2025-10-29,Pickled mustard greens flavor - Sea bass,1.0
2025-10-29,Pickled mustard greens flavor - Qian fish,1.0
2025-10-29,Green pepper flavor - Jiangtuan,3.0
2025-10-29,Green pepper flavor - Sea bass,3.0
2025-10-29,Green pepper flavor - Qian fish,3.0
2025-10-29,Mala flavor - Jiangtuan,12.0
2025-10-29,Mala flavor - Sea bass,12.0
2025-10-29,Mala flavor - Qian fish,12.0
2025-10-30,Chicken knee cartilage,55.0
2025-10-30,Grilled lamb skewers,17.0
2025-10-30,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-30,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-30,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-30,Garlic flavor - Jiangtuan,5.0
2025-10-30,Garlic flavor - Sea bass,5.0
2025-10-30,Garlic flavor - Qian fish,9.0
2025-10-30,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-30,Pickled mustard greens flavor - Sea bass,2.0
2025-10-30,Pickled mustard greens flavor - Qian fish,2.0
2025-10-30,Green pepper flavor - Jiangtuan,4.0
2025-10-30,Green pepper flavor - Sea bass,4.0
2025-10-30,Green pepper flavor - Qian fish,4.0
2025-10-30,Mala flavor - Jiangtuan,11.0
2025-10-30,Mala flavor - Sea bass,11.0
2025-10-30,Mala flavor - Qian fish,11.0
2025-10-31,Chicken knee cartilage,53.0
2025-10-31,Grilled lamb skewers,43.0
2025-10-31,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-10-31,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-10-31,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-10-31,Garlic flavor - Jiangtuan,7.0
2025-10-31,Garlic flavor - Sea bass,7.0
2025-10-31,Garlic flavor - Qian fish,12.0
2025-10-31,Pickled mustard greens flavor - Jiangtuan,2.0
2025-10-31,Pickled mustard greens flavor - Sea bass,1.0
2025-10-31,Pickled mustard greens flavor - Qian fish,1.0
2025-10-31,Green pepper flavor - Jiangtuan,5.0
2025-10-31,Green pepper flavor - Sea bass,5.0
2025-10-31,Green pepper flavor - Qian fish,5.0
2025-10-31,Mala flavor - Jiangtuan,18.0
2025-10-31,Mala flavor - Sea bass,18.0
2025-10-31,Mala flavor - Qian fish,18.0
2025-11-01,Chicken knee cartilage,40.0
2025-11-01,Grilled lamb skewers,80.0
2025-11-01,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-11-01,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-11-01,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-11-01,Garlic flavor - Jiangtuan,10.0
2025-11-01,Garlic flavor - Sea bass,10.0
2025-11-01,Garlic flavor - Qian fish,17.0
2025-11-01,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-01,Pickled mustard greens flavor - Sea bass,1.0
2025-11-01,Pickled mustard greens flavor - Qian fish,1.0
2025-11-01,Green pepper flavor - Jiangtuan,5.0
2025-11-01,Green pepper flavor - Sea bass,5.0
2025-11-01,Green pepper flavor - Qian fish,5.0
2025-11-01,Mala flavor - Jiangtuan,23.0
2025-11-01,Mala flavor - Sea bass,23.0
2025-11-01,Mala flavor - Qian fish,23.0
2025-11-02,Chicken knee cartilage,68.0
2025-11-02,Grilled lamb skewers,78.0
2025-11-02,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-02,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-02,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-02,Garlic flavor - Jiangtuan,10.0
2025-11-02,Garlic flavor - Sea bass,10.0
2025-11-02,Garlic flavor - Qian fish,25.0
2025-11-02,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-02,Pickled mustard greens flavor - Sea bass,1.0
2025-11-02,Pickled mustard greens flavor - Qian fish,1.0
2025-11-02,Green pepper flavor - Jiangtuan,7.0
2025-11-02,Green pepper flavor - Sea bass,7.0
2025-11-02,Green pepper flavor - Qian fish,7.0
2025-11-02,Mala flavor - Jiangtuan,16.0
2025-11-02,Mala flavor - Sea bass,16.0
2025-11-02,Mala flavor - Qian fish,17.0
2025-11-03,Chicken knee cartilage,35.0
2025-11-03,Grilled lamb skewers,65.0
2025-11-03,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-03,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-03,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-03,Garlic flavor - Jiangtuan,6.0
2025-11-03,Garlic flavor - Sea bass,6.0
2025-11-03,Garlic flavor - Qian fish,9.0
2025-11-03,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-03,Pickled mustard greens flavor - Sea bass,1.0
2025-11-03,Pickled mustard greens flavor - Qian fish,1.0
2025-11-03,Green pepper flavor - Jiangtuan,3.0
2025-11-03,Green pepper flavor - Sea bass,3.0
2025-11-03,Green pepper flavor - Qian fish,3.0
2025-11-03,Mala flavor - Jiangtuan,11.0
2025-11-03,Mala flavor - Sea bass,11.0
2025-11-03,Mala flavor - Qian fish,11.0
2025-11-04,Chicken knee cartilage,31.0
2025-11-04,Grilled lamb skewers,21.0
2025-11-04,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-04,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-04,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-04,Garlic flavor - Jiangtuan,4.0
2025-11-04,Garlic flavor - Sea bass,4.0
2025-11-04,Garlic flavor - Qian fish,8.0
2025-11-04,Pickled mustard greens flavor - Qian fish,1.0
2025-11-04,Green pepper flavor - Jiangtuan,5.0
2025-11-04,Green pepper flavor - Sea bass,5.0
2025-11-04,Green pepper flavor - Qian fish,5.0
2025-11-04,Mala flavor - Jiangtuan,14.0
2025-11-04,Mala flavor - Sea bass,14.0
2025-11-04,Mala flavor - Qian fish,14.0
2025-11-05,Chicken knee cartilage,34.0
2025-11-05,Grilled lamb skewers,44.0
2025-11-05,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-05,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-05,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-05,Garlic flavor - Jiangtuan,4.0
2025-11-05,Garlic flavor - Sea bass,4.0
2025-11-05,Garlic flavor - Qian fish,6.0
2025-11-05,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-05,Pickled mustard greens flavor - Sea bass,1.0
2025-11-05,Pickled mustard greens flavor - Qian fish,1.0
2025-11-05,Green pepper flavor - Jiangtuan,4.0
2025-11-05,Green pepper flavor - Sea bass,4.0
2025-11-05,Green pepper flavor - Qian fish,4.0
2025-11-05,Mala flavor - Jiangtuan,11.0
2025-11-05,Mala flavor - Sea bass,11.0
2025-11-05,Mala flavor - Qian fish,11.0
2025-11-06,Chicken knee cartilage,40.0
2025-11-06,Grilled lamb skewers,45.0
2025-11-06,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-06,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-06,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-06,Garlic flavor - Jiangtuan,5.0
2025-11-06,Garlic flavor - Sea bass,5.0
2025-11-06,Garlic flavor - Qian fish,10.0
2025-11-06,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-06,Pickled mustard greens flavor - Sea bass,1.0
2025-11-06,Pickled mustard greens flavor - Qian fish,2.0
2025-11-06,Green pepper flavor - Jiangtuan,4.0
2025-11-06,Green pepper flavor - Sea bass,4.0
2025-11-06,Green pepper flavor - Qian fish,4.0
2025-11-06,Mala flavor - Jiangtuan,12.0
2025-11-06,Mala flavor - Sea bass,12.0
2025-11-06,Mala flavor - Qian fish,12.0
2025-11-07,Chicken knee cartilage,23.0
2025-11-07,Grilled lamb skewers,38.0
2025-11-07,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-07,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-07,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-07,Garlic flavor - Jiangtuan,5.0
2025-11-07,Garlic flavor - Sea bass,5.0
2025-11-07,Garlic flavor - Qian fish,8.0
2025-11-07,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-07,Pickled mustard greens flavor - Sea bass,1.0
2025-11-07,Pickled mustard greens flavor - Qian fish,1.0
2025-11-07,Green pepper flavor - Jiangtuan,5.0
2025-11-07,Green pepper flavor - Sea bass,5.0
2025-11-07,Green pepper flavor - Qian fish,5.0
2025-11-07,Mala flavor - Jiangtuan,16.0
2025-11-07,Mala flavor - Sea bass,16.0
2025-11-07,Mala flavor - Qian fish,16.0
2025-11-08,Chicken knee cartilage,51.0
2025-11-08,Grilled lamb skewers,111.0
2025-11-08,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-11-08,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-11-08,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-11-08,Garlic flavor - Jiangtuan,8.0
2025-11-08,Garlic flavor - Sea bass,8.0
2025-11-08,Garlic flavor - Qian fish,22.0
2025-11-08,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-08,Pickled mustard greens flavor - Sea bass,2.0
2025-11-08,Pickled mustard greens flavor - Qian fish,2.0
2025-11-08,Green pepper flavor - Jiangtuan,8.0
2025-11-08,Green pepper flavor - Sea bass,8.0
2025-11-08,Green pepper flavor - Qian fish,9.0
2025-11-08,Mala flavor - Jiangtuan,22.0
2025-11-08,Mala flavor - Sea bass,22.0
2025-11-08,Mala flavor - Qian fish,23.0
2025-11-09,Chicken knee cartilage,56.0
2025-11-09,Grilled lamb skewers,76.0
2025-11-09,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-11-09,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-11-09,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-11-09,Garlic flavor - Jiangtuan,10.0
2025-11-09,Garlic flavor - Sea bass,9.0
2025-11-09,Garlic flavor - Qian fish,22.0
2025-11-09,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-09,Pickled mustard greens flavor - Sea bass,2.0
2025-11-09,Pickled mustard greens flavor - Qian fish,2.0
2025-11-09,Green pepper flavor - Jiangtuan,6.0
2025-11-09,Green pepper flavor - Sea bass,6.0
2025-11-09,Green pepper flavor - Qian fish,6.0
2025-11-09,Mala flavor - Jiangtuan,14.0
2025-11-09,Mala flavor - Sea bass,13.0
2025-11-09,Mala flavor - Qian fish,13.0
2025-11-10,Chicken knee cartilage,48.0
2025-11-10,Grilled lamb skewers,38.0
2025-11-10,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-10,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-10,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-10,Garlic flavor - Jiangtuan,2.0
2025-11-10,Garlic flavor - Sea bass,2.0
2025-11-10,Garlic flavor - Qian fish,5.0
2025-11-10,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-10,Pickled mustard greens flavor - Sea bass,1.0
2025-11-10,Pickled mustard greens flavor - Qian fish,1.0
2025-11-10,Green pepper flavor - Jiangtuan,6.0
2025-11-10,Green pepper flavor - Sea bass,6.0
2025-11-10,Green pepper flavor - Qian fish,6.0
2025-11-10,Mala flavor - Jiangtuan,16.0
2025-11-10,Mala flavor - Sea bass,16.0
2025-11-10,Mala flavor - Qian fish,16.0
2025-11-11,Chicken knee cartilage,38.0
2025-11-11,Grilled lamb skewers,26.0
2025-11-11,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-11,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-11,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-11,Garlic flavor - Jiangtuan,5.0
2025-11-11,Garlic flavor - Sea bass,5.0
2025-11-11,Garlic flavor - Qian fish,10.0
2025-11-11,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-11,Pickled mustard greens flavor - Sea bass,2.0
2025-11-11,Pickled mustard greens flavor - Qian fish,2.0
2025-11-11,Green pepper flavor - Jiangtuan,3.0
2025-11-11,Green pepper flavor - Sea bass,3.0
2025-11-11,Green pepper flavor - Qian fish,3.0
2025-11-11,Mala flavor - Jiangtuan,11.0
2025-11-11,Mala flavor - Sea bass,11.0
2025-11-11,Mala flavor - Qian fish,11.0
2025-11-12,Chicken knee cartilage,42.0
2025-11-12,Grilled lamb skewers,41.0
2025-11-12,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-12,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-12,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-12,Garlic flavor - Jiangtuan,8.0
2025-11-12,Garlic flavor - Sea bass,7.0
2025-11-12,Garlic flavor - Qian fish,14.0
2025-11-12,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-12,Pickled mustard greens flavor - Sea bass,1.0
2025-11-12,Pickled mustard greens flavor - Qian fish,2.0
2025-11-12,Green pepper flavor - Jiangtuan,5.0
2025-11-12,Green pepper flavor - Sea bass,5.0
2025-11-12,Green pepper flavor - Qian fish,6.0
2025-11-12,Mala flavor - Jiangtuan,15.0
2025-11-12,Mala flavor - Sea bass,14.0
2025-11-12,Mala flavor - Qian fish,15.0
2025-11-13,Chicken knee cartilage,47.0
2025-11-13,Grilled lamb skewers,21.0
2025-11-13,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-13,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-13,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-13,Garlic flavor - Jiangtuan,5.0
2025-11-13,Garlic flavor - Sea bass,5.0
2025-11-13,Garlic flavor - Qian fish,7.0
2025-11-13,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-13,Pickled mustard greens flavor - Sea bass,1.0
2025-11-13,Pickled mustard greens flavor - Qian fish,1.0
2025-11-13,Green pepper flavor - Jiangtuan,4.0
2025-11-13,Green pepper flavor - Sea bass,4.0
2025-11-13,Green pepper flavor - Qian fish,4.0
2025-11-13,Mala flavor - Jiangtuan,13.0
2025-11-13,Mala flavor - Sea bass,13.0
2025-11-13,Mala flavor - Qian fish,13.0
2025-11-14,Chicken knee cartilage,47.0
2025-11-14,Grilled lamb skewers,91.0
2025-11-14,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-14,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-14,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-14,Garlic flavor - Jiangtuan,6.0
2025-11-14,Garlic flavor - Sea bass,6.0
2025-11-14,Garlic flavor - Qian fish,12.0
2025-11-14,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-14,Pickled mustard greens flavor - Sea bass,1.0
2025-11-14,Pickled mustard greens flavor - Qian fish,1.0
2025-11-14,Green pepper flavor - Jiangtuan,3.0
2025-11-14,Green pepper flavor - Sea bass,3.0
2025-11-14,Green pepper flavor - Qian fish,3.0
2025-11-14,Mala flavor - Jiangtuan,14.0
2025-11-14,Mala flavor - Sea bass,14.0
2025-11-14,Mala flavor - Qian fish,14.0
2025-11-15,Chicken knee cartilage,47.0
2025-11-15,Grilled lamb skewers,63.0
2025-11-15,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-15,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-15,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-15,Garlic flavor - Jiangtuan,11.0
2025-11-15,Garlic flavor - Sea bass,11.0
2025-11-15,Garlic flavor - Qian fish,29.0
2025-11-15,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-15,Pickled mustard greens flavor - Sea bass,2.0
2025-11-15,Pickled mustard greens flavor - Qian fish,3.0
2025-11-15,Green pepper flavor - Jiangtuan,8.0
2025-11-15,Green pepper flavor - Sea bass,8.0
2025-11-15,Green pepper flavor - Qian fish,9.0
2025-11-15,Mala flavor - Jiangtuan,21.0
2025-11-15,Mala flavor - Sea bass,21.0
2025-11-15,Mala flavor - Qian fish,22.0
2025-11-16,Chicken knee cartilage,52.0
2025-11-16,Grilled lamb skewers,56.0
2025-11-16,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-11-16,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-11-16,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-11-16,Garlic flavor - Jiangtuan,9.0
2025-11-16,Garlic flavor - Sea bass,9.0
2025-11-16,Garlic flavor - Qian fish,21.0
2025-11-16,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-16,Pickled mustard greens flavor - Sea bass,1.0
2025-11-16,Pickled mustard greens flavor - Qian fish,1.0
2025-11-16,Green pepper flavor - Jiangtuan,9.0
2025-11-16,Green pepper flavor - Sea bass,8.0
2025-11-16,Green pepper flavor - Qian fish,9.0
2025-11-16,Mala flavor - Jiangtuan,22.0
2025-11-16,Mala flavor - Sea bass,21.0
2025-11-16,Mala flavor - Qian fish,22.0
2025-11-17,Chicken knee cartilage,20.0
2025-11-17,Grilled lamb skewers,24.0
2025-11-17,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-17,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-17,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-17,Garlic flavor - Jiangtuan,4.0
2025-11-17,Garlic flavor - Sea bass,4.0
2025-11-17,Garlic flavor - Qian fish,5.0
2025-11-17,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-17,Pickled mustard greens flavor - Sea bass,1.0
2025-11-17,Pickled mustard greens flavor - Qian fish,2.0
2025-11-17,Green pepper flavor - Jiangtuan,3.0
2025-11-17,Green pepper flavor - Sea bass,3.0
2025-11-17,Green pepper flavor - Qian fish,3.0
2025-11-17,Mala flavor - Jiangtuan,14.0
2025-11-17,Mala flavor - Sea bass,14.0
2025-11-17,Mala flavor - Qian fish,14.0
2025-11-18,Chicken knee cartilage,63.0
2025-11-18,Grilled lamb skewers,17.0
2025-11-18,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-18,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-18,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-18,Garlic flavor - Jiangtuan,4.0
2025-11-18,Garlic flavor - Sea bass,4.0
2025-11-18,Garlic flavor - Qian fish,9.0
2025-11-18,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-18,Pickled mustard greens flavor - Sea bass,1.0
2025-11-18,Pickled mustard greens flavor - Qian fish,1.0
2025-11-18,Green pepper flavor - Jiangtuan,4.0
2025-11-18,Green pepper flavor - Sea bass,4.0
2025-11-18,Green pepper flavor - Qian fish,4.0
2025-11-18,Mala flavor - Jiangtuan,15.0
2025-11-18,Mala flavor - Sea bass,15.0
2025-11-18,Mala flavor - Qian fish,15.0
2025-11-19,Chicken knee cartilage,38.0
2025-11-19,Grilled lamb skewers,36.0
2025-11-19,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-19,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-19,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-19,Garlic flavor - Jiangtuan,4.0
2025-11-19,Garlic flavor - Sea bass,4.0
2025-11-19,Garlic flavor - Qian fish,4.0
2025-11-19,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-19,Pickled mustard greens flavor - Sea bass,1.0
2025-11-19,Pickled mustard greens flavor - Qian fish,1.0
2025-11-19,Green pepper flavor - Jiangtuan,5.0
2025-11-19,Green pepper flavor - Sea bass,5.0
2025-11-19,Green pepper flavor - Qian fish,6.0
2025-11-19,Mala flavor - Jiangtuan,17.0
2025-11-19,Mala flavor - Sea bass,17.0
2025-11-19,Mala flavor - Qian fish,18.0
2025-11-20,Chicken knee cartilage,17.0
2025-11-20,Grilled lamb skewers,38.0
2025-11-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-20,Garlic flavor - Jiangtuan,5.0
2025-11-20,Garlic flavor - Sea bass,5.0
2025-11-20,Garlic flavor - Qian fish,11.0
2025-11-20,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-20,Pickled mustard greens flavor - Sea bass,1.0
2025-11-20,Pickled mustard greens flavor - Qian fish,1.0
2025-11-20,Green pepper flavor - Jiangtuan,3.0
2025-11-20,Green pepper flavor - Sea bass,4.0
2025-11-20,Green pepper flavor - Qian fish,3.0
2025-11-20,Mala flavor - Jiangtuan,14.0
2025-11-20,Mala flavor - Sea bass,14.0
2025-11-20,Mala flavor - Qian fish,14.0
2025-11-21,Chicken knee cartilage,40.0
2025-11-21,Grilled lamb skewers,72.0
2025-11-21,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-21,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-21,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-21,Garlic flavor - Jiangtuan,7.0
2025-11-21,Garlic flavor - Sea bass,7.0
2025-11-21,Garlic flavor - Qian fish,13.0
2025-11-21,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-21,Pickled mustard greens flavor - Sea bass,1.0
2025-11-21,Pickled mustard greens flavor - Qian fish,2.0
2025-11-21,Green pepper flavor - Jiangtuan,5.0
2025-11-21,Green pepper flavor - Sea bass,5.0
2025-11-21,Green pepper flavor - Qian fish,6.0
2025-11-21,Mala flavor - Jiangtuan,22.0
2025-11-21,Mala flavor - Sea bass,22.0
2025-11-21,Mala flavor - Qian fish,22.0
2025-11-22,Chicken knee cartilage,68.0
2025-11-22,Grilled lamb skewers,89.0
2025-11-22,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-22,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-22,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-22,Garlic flavor - Jiangtuan,10.0
2025-11-22,Garlic flavor - Sea bass,10.0
2025-11-22,Garlic flavor - Qian fish,16.0
2025-11-22,Pickled mustard greens flavor - Jiangtuan,3.0
2025-11-22,Pickled mustard greens flavor - Sea bass,3.0
2025-11-22,Pickled mustard greens flavor - Qian fish,3.0
2025-11-22,Green pepper flavor - Jiangtuan,9.0
2025-11-22,Green pepper flavor - Sea bass,9.0
2025-11-22,Green pepper flavor - Qian fish,10.0
2025-11-22,Mala flavor - Jiangtuan,18.0
2025-11-22,Mala flavor - Sea bass,18.0
2025-11-22,Mala flavor - Qian fish,18.0
2025-11-23,Chicken knee cartilage,63.0
2025-11-23,Grilled lamb skewers,68.0
2025-11-23,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-11-23,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-11-23,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-11-23,Garlic flavor - Jiangtuan,9.0
2025-11-23,Garlic flavor - Sea bass,9.0
2025-11-23,Garlic flavor - Qian fish,17.0
2025-11-23,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-23,Pickled mustard greens flavor - Sea bass,2.0
2025-11-23,Pickled mustard greens flavor - Qian fish,2.0
2025-11-23,Green pepper flavor - Jiangtuan,7.0
2025-11-23,Green pepper flavor - Sea bass,7.0
2025-11-23,Green pepper flavor - Qian fish,7.0
2025-11-23,Mala flavor - Jiangtuan,17.0
2025-11-23,Mala flavor - Sea bass,17.0
2025-11-23,Mala flavor - Qian fish,17.0
2025-11-24,Chicken knee cartilage,35.0
2025-11-24,Grilled lamb skewers,34.0
2025-11-24,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-24,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-24,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-24,Garlic flavor - Jiangtuan,4.0
2025-11-24,Garlic flavor - Sea bass,4.0
2025-11-24,Garlic flavor - Qian fish,7.0
2025-11-24,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-24,Pickled mustard greens flavor - Sea bass,2.0
2025-11-24,Pickled mustard greens flavor - Qian fish,2.0
2025-11-24,Green pepper flavor - Jiangtuan,3.0
2025-11-24,Green pepper flavor - Sea bass,3.0
2025-11-24,Green pepper flavor - Qian fish,3.0
2025-11-24,Mala flavor - Jiangtuan,11.0
2025-11-24,Mala flavor - Sea bass,11.0
2025-11-24,Mala flavor - Qian fish,11.0
2025-11-25,Chicken knee cartilage,38.0
2025-11-25,Grilled lamb skewers,26.0
2025-11-25,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-11-25,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-11-25,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-11-25,Garlic flavor - Jiangtuan,4.0
2025-11-25,Garlic flavor - Sea bass,4.0
2025-11-25,Garlic flavor - Qian fish,7.0
2025-11-25,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-25,Pickled mustard greens flavor - Sea bass,1.0
2025-11-25,Green pepper flavor - Jiangtuan,4.0
2025-11-25,Green pepper flavor - Sea bass,5.0
2025-11-25,Green pepper flavor - Qian fish,4.0
2025-11-25,Mala flavor - Jiangtuan,14.0
2025-11-25,Mala flavor - Sea bass,14.0
2025-11-25,Mala flavor - Qian fish,14.0
2025-11-26,Chicken knee cartilage,22.0
2025-11-26,Grilled lamb skewers,23.0
2025-11-26,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-26,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-26,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-26,Garlic flavor - Jiangtuan,4.0
2025-11-26,Garlic flavor - Sea bass,4.0
2025-11-26,Garlic flavor - Qian fish,9.0
2025-11-26,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-26,Pickled mustard greens flavor - Sea bass,1.0
2025-11-26,Pickled mustard greens flavor - Qian fish,1.0
2025-11-26,Green pepper flavor - Jiangtuan,5.0
2025-11-26,Green pepper flavor - Sea bass,5.0
2025-11-26,Green pepper flavor - Qian fish,5.0
2025-11-26,Mala flavor - Jiangtuan,13.0
2025-11-26,Mala flavor - Sea bass,13.0
2025-11-26,Mala flavor - Qian fish,13.0
2025-11-27,Chicken knee cartilage,26.0
2025-11-27,Grilled lamb skewers,46.0
2025-11-27,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-27,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-27,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-27,Garlic flavor - Jiangtuan,5.0
2025-11-27,Garlic flavor - Sea bass,5.0
2025-11-27,Garlic flavor - Qian fish,9.0
2025-11-27,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-27,Pickled mustard greens flavor - Sea bass,2.0
2025-11-27,Pickled mustard greens flavor - Qian fish,2.0
2025-11-27,Green pepper flavor - Jiangtuan,3.0
2025-11-27,Green pepper flavor - Sea bass,3.0
2025-11-27,Green pepper flavor - Qian fish,2.0
2025-11-27,Mala flavor - Jiangtuan,12.0
